篇名,作者,页数,关键词,摘要,filename
社交网络影响力传播研究,陈卫:33805146,17,社交网络; 社会影响力; 影响力传播模型; 影响力最大化; 社会影响力学习; 病毒营销;,"随着互联网和大数据的研究应用日益广泛,对社交网络影响力传播的研究成为数据挖掘和社交网络分析中的热点。从影响力传播模型、影响力传播学习和影响力传播优化3个方面总结了近些年计算机科学领域对影响力传播研究的主要成果,展示了影响力传播研究中对随机模型、数据挖掘、算法优化和博弈论等技术的综合运用。最后,简要讨论了影响力传播研究和应用中存在的问题、挑战及今后的研究方向。 ",DSJU201503007
大数据流式计算:应用特征和技术挑战,孙大为:40030794,7,大数据; 流式计算; 应用特征; 在线调度; 系统容错;,"在大数据时代,数据的时效性日益突出,数据的流式特征更加明显,越来越多的应用场景需要部署在流式计算平台中。大数据流式计算作为大数据计算的一种形态,其重要性也不断提升。针对大数据环境中流式计算应用所呈现出的诸多鲜明特征进行了系统化的分析,并从系统架构的角度,给出了大数据流式计算系统构建的原则性策略。结合当前比较典型的流式计算平台,重点研究了当前大数据流式计算在在线环境下的资源调度和节点依赖环境下的容错策略等方面的技术挑战。 ",DSJU201503008
大数据容灾备份技术挑战和增量备份解决方案,"罗圣美1,2:22190000|李明1:29500108|叶郁文1:28845270",7,大数据; 备份; 恢复; 业务连续性;,"大数据已成为当前社会各界关注的焦点,是当前世界各国新一轮的科技竞争和综合国力较量的重点,必须做好大数据的容灾备份工作。为此,在分析大数据容灾备份现状的基础上,结合行业对大数据容灾备份需求,讨论了几种典型的技术解决方案及其优缺点,提出了一种基于HDFS的增量数据备份恢复方案,具备分钟级RPO的系统远程备份特性,可以较好地解决目前大数据容灾备份项目建设规划面临的实际需求。 ",DSJU201503009
大数据技术发展的十个前沿方向(中),吴甘沙:27041215,11, ,"<正>6前沿方向四:软硬兼施大数据计算的一个核心要义是软硬两手抓,从具体应用出发,仔细选择软硬件架构实现,并且在运行过程中持续不断地协同优化。首先,从大数据应用角度出发,硬件架构重点体现在计算、存储、互联。6.1计算硬件架构在计算这一块,首先要选择的是大小核。brawny cores是大核,主要是至强服务 ",DSJU201503010
大数据提升灾难信息管理水平,"李涛1,2,3:08770190|周绮凤4:09225559|郑理1:33805897|黄越5:33805898",6, ,"<正>1灾难信息管理灾难管理旨在有效地应对和避免自然灾害(如飓风、地震、海啸、火灾)及人为灾害(如战争、恐怖袭击)等紧急事件给社会和民众带来的财产损失和生命威胁[1]。近年来,随着自然灾害的不断发生、人为破坏和恐怖主义的蔓延,灾难管理和灾难恢复受到了越来越多的关注。如何能够快速准确地预测灾难发生的方式和类型,评估灾难的破坏程度和影响 ",DSJU201503011
数据科学家的大聚会——记2015第一届数据科学家大会,,1, ,"<正>2015年9月5日,国务院发布《促进大数据发展行动纲要》。""2015第一届数据科学家大会""于9月5-6日在上海召开。本次大会以""WHY数据科学家""为主题,讨论数据科学基础理论、网络空间和大数据、大数据面临的人才挑战、数据科学家培养等。著名科学家施伯乐先生、邬江兴院士、何友院士、金力院士及来自海内外220多位科学家参加了本次会议。参会人员涵盖了国内主要科研院所和大学,并涵盖了自然科学、社会科学、医学和人文 ",DSJU201503012
“大数据与社会治理”专刊征稿通知,,1, ,"<正>创新社会治理体制已成为推进国家治理体系和治理能力现代化的重要内容。互联网、云计算、大数据时代的来临,为推进国家治理体系和治理能力的现代化带来空前的重大变革与发展机遇。本专刊以""大数据与数据治理""为选题,将突出目前大数据理论、方法和技术在社会治理领域应用研究中的热点课题,如基础理论、支撑技术和应用示范等,发表国内外大数据技术在社会治理研究领域中具有典型性 ",DSJU201503013
导读,,1, ,"<正>数据中蕴含的是信息,有很强的外部性,多源数据的碰撞融合才能产生化学反应,从而释放更大的价值。据Gartner Group公司预测,到2017年,约2/3的大数据项目将是企业防火墙之外(外部数据)的整合。根据麦肯锡全球研究院预测,开放数据在全球的教育、交通运输、消费市场、电力、石油/天然气、医疗健康、消费金融等各个领域可以撬动3.2万亿到5.4万亿美元的经济价值。因此,发展大数据的理想条件之一就是让数 ",DSJU201502001
开放数据:概念、现状与机遇,,10,开放数据; 政府数据; 商业潜能; 商业模式;,"在""数据革命""时代,数据的自由流通最为关键,必须打破数据孤岛。为此,开放数据运动应运而生,这项运动将开源世界的开放理念移植到数据孤岛问题中,提倡并号召解锁政府、企业、非营利机构,甚至特定的个人数据。而现阶段,开放数据更多意味着打破最大的数据孤岛——开放政府数据。因此,聚焦于开放政府数据,系统地回顾并盘点了开放数据的基本概念、历史发展路径、国际现状、商业潜能以及中国发展现状和挑战。 ",DSJU201502002
我国政府数据开放现状和保障机制,,12,政府数据; 开放共享; 应用; 保障机制;,"基于国外政府数据开放的发展现状,总结了国外政府数据开放的重要特点,包括完善的法律法规体系、专业的数据开放网站和应用需求引导。从大数据时代数据开放的必然要求、提升政府治理能力和推动创新发展等角度,分析了我国政府数据开放的必要性。概括了我国政府数据开放在法律法规、体制机制、意识氛围和管理方式等方面的问题,并结合我国发展实际和大数据应用需求,分别从建设法规标准体系、数据开放共享方式方法、政府数据开放管理、数据安全和数据应用等角度提出对策建议。 ",DSJU201502003
数据开放与政府治理创新,潘永花:33539207,7,数据开放; 政府治理; 安全; 政策; 法律法规;,"云计算使得数据共享、流动、开放成为可能,数据成为激发新生产力的引擎。数据的角色从IT时代的产出物或者辅助角色转变为资产和生产要素,真正驱动大数据产业从概念进入实战阶段。为此,介绍了国内外数据开放的发展过程,讨论了我国政府治理面临的挑战及数据开放的重要价值,举例分析了国内外利用数据开放实现政府治理创新的实践与方向,阐述了我国政府数据开放面临的挑战,并提出了发展建议。 ",DSJU201502004
我国大数据交易的主要问题及建议,,11,大数据; 交易; 商品化; 数据开放; 隐私; 安全;,"数据的开放和流通是数据资源价值体现的前提和基础,我国数据交易市场仍处在发展的初级阶段,大数据在社会管理和经济发展中远未发挥应起到的作用。为此,对国内外大数据流通和交易市场的现状及特点进行了分析,提出当前我国大数据流通交易环节面临的主要问题是价值链条的不完整和对数据资源流通过程中商业秘密和个人隐私泄露的恐惧。最后,从数据商品化、社会认知建立和市场主体权益保护3个方面提出了对于推动数据资源流通的建议。 ",DSJU201502005
关于大数据交易核心法律问题——数据所有权的探讨,王融:35802435,7,数据; 产权; 限制性的所有权;,"清晰的产权归属是交易的前提与基础。然而,当前关于数据的产权归属问题还远未达成共识,特别是在去除个人身份属性的数据交易中,到底是数据主体(产生数据的个人)还是记录数据的企业拥有数据的所有权,各方莫衷一是。笔者提出的思路是:原始/底层的个人数据,所有权归用户本人所有;而在原始数据基础上,经过充分匿名化获得的数据集,企业享有限制性的所有权。 ",DSJU201502006
大数据时代的数据传输网,孙卫强:10561935|胡卫生:00119138,10,大数据网络; 电路/分组混合交换; 存储转发; 数据中心;,"大数据时代数据传输需求呈爆炸式增长,如何充分利用数据流的新特征,发挥不同交换方式的优势,是解决未来大数据传输的必由之路。为此,介绍了大数据传输在容量和能耗方面的挑战,并结合数据流的新特征,分析网络技术发展的新机遇。然后,回顾了近几年相关领域的研究进展,并简要介绍了笔者在混合交换和存储转发等方面正在开展的研究工作。 ",DSJU201502007
特异群组挖掘:框架与应用,"熊赟1,2:11508862|朱扬勇1,2:06710346",12,大数据; 数据挖掘; 特异群组; 聚类; 异常检测; 数据相似性;,"特异群组挖掘在证券金融、医疗保险、智能交通、社会网络和生命科学研究等领域具有重要应用价值。特异群组挖掘与聚类、异常挖掘都属于根据数据对象的相似性来划分数据集的数据挖掘任务,但是,特异群组挖掘在问题定义、算法设计和应用效果方面不同于聚类和异常等挖掘任务。为此,系统地阐述了特异群组挖掘任务,分析了特异群组挖掘任务与聚类、异常等任务之间的差异,给出了特异群组挖掘任务的形式化描述及其基础算法,最后,列举了特异群组挖掘的几个重点应用。 ",DSJU201502008
