篇名,作者,页数,关键词,摘要,filename
作者参与CIP标准实施的前提及可行性,,2, ,"<正> 我国于1990年已通过《图书在版编目CIP数据》(GBl2451-90)(以下简称""CIP数据"")国家标准。经过试点,1995年元月起,按新闻出版署的规定,所有出版社都应在图书中加印CIP数据。应该说,CIP数据如同图书书名页一样,已成为图书中不可缺少的内容。然而,CIP标准并未全面实施,而且 ",TSLT200004010
《食品文摘》与《食品科技文摘》差异探微,高景昌:08290547,2, ,"<正> 《食品文摘》和《食品科技文摘》分别是国内和国际食品领域重要的文献检索工具,比较两者的差异,对汲取国外检索工具的优点,提高《食品文摘》的质量,更好地满足读者的需要,推进食品科技进步具有重 ",TSLT200004011
浅谈我馆藏书剔旧及处理,周键:12301832,2, ,"<正> 图书的剔旧,是优化藏书结构的一种常规方式。本文以我馆为例,浅谈藏书剔旧及处理。 1 我馆藏书剔旧的背景 1997年4月,我馆进行了建馆以来第一次较为全面的藏书剔旧工作,共剔除图书15000册。通过剔除,进一步摸清了家底, ",TSLT200004012
浅谈地方文献的搜集整理与利用,刘文锋:14270633,3, ,"<正> 1 导言地方文献是公共图书馆重点馆藏内容之一,也是显示馆藏特色的重要方面。地方文献是公共图书馆为当地两个文明建设服务的一项重要工作。因此,文化部颁发的《省(自治区、市)图书馆工作条例》明确规定""搜集整理与保存文化典籍和地方文献""是省级 ",TSLT200004013
“灰色文献”发展与展望,黄静:08836769,3, ,"<正> 1 ""灰色文献""概述随着知识经济的到来,各种文献信息资源都以前所未有的速度增长。有一种特殊文献正悄悄壮大,其数量增长之快,使之与白色文献之间的比例也在快速上升,并引起愈来愈多的研究部门和国家的高度重视,这就 ",TSLT200004014
网络环境下图书馆工作人员的培训问题,陈章光:08469762,2, ,"<正> 1969年以美国国会图书馆正式发行LNMAC为标志,图书馆正式步入现代化建设阶段。现代化图书馆的特征是图书馆形态发生了变化,从纸本图书馆,变为自动化图书馆,再发展到网络化图书馆和未来的全球化 ",TSLT200004015
对我馆辅导工作的几点思考,张汉强:10587494,2, ,"<正> 首先省馆辅导工作应立足全省,面向全国。这是由省馆的省级研究型馆这个定位所决定的。省馆是我省公共图书馆界的龙头和中心,辅导工作首先必须对全省各馆状况了解于胸,十分熟悉,否则工作中就会出现失误,甚至犯错误。同时,省馆的辅导工作还 ",TSLT200004016
“丢书罚款”小议,莫绮雯:10666318,2, ,"<正> 在图书馆的流通工作中,难免会遇到读者遗失图书的情况。为了尽量减少国家财产的损失,维护广大读者的阅读利益,我馆的规章制度有明文规定——遗失书刊资料原则上要求赔偿原书,如无法赔偿原书,分别按以下规定赔偿:(1)普通中文图书小说和文 ",TSLT200004017
湖北省知识工程大事记(之二),,6, ,"<正> [1999年] [补]3月31日,中共随州市委、市政府办公室联合发出《关于筹建随州名人作品珍藏馆的通知》,成立了以市委书记蒋昌忠同志为组长的筹建工作领导小组。 [补]4月12日,中共蕲春县委县直工委批转县直团工委《关于在县直机关开展""千名青年读书""活动的报告》。 ",TSLT200004018
特色化建设是图书馆在网络环境下的必然选择,贺定安:10601139,2, ,"<正> 面对网络环境,图书馆数字化、网络化建设在世界范围内蓬勃兴起。然而,图书馆数字化、网络化建设,更离不开图书馆特色化建设,图书馆特色化是图书馆数字化、网络化的文献保障基础,它为图书馆数字化、网络化建设提供了强有力的文献支撑,是图 ",TSLT200004019
湖北省特色图书馆近两年特色服务的进展,李雪梅:14270630,2, ,"<正> 特色服务是表现特色图书馆旺盛生命力的根本途径,能否不断地在特色服务方面有所创新,无疑是检验特色图书馆有没有存在价值的主要标准。据调查,湖北省部分特色图书馆近两年来重视其特色服务工作,牢牢掌握住特色服务的宗旨,努力开拓新的门道, ",TSLT200004020
"离开电子游戏室,进入图书阅览室",,1, ,"<正> 为了配合素质教育,让学生们远离毒害青少年的""电子海洛因"",愉快地度过一个有意义健康向上、丰富多彩的暑假生活,当阳市实验中学、市图书馆联合举办了2000年暑假""知识工程""读书活动。活动期间,少儿活动中心阅览室全天开放。启发式的辅导教育、宽松的学习环境,加上丰富多彩、生动有趣的各类书籍,深深地吸引着小读者,让他们绕有兴趣、轻松地 ",TSLT200004021
台湾智障儿童玩具图书馆,,1, ,"<正> 台湾""智障儿童玩具图书馆""是由台湾高雄市立图书馆为智障儿童设立的玩具图书馆,于1993年10月在高雄市成立。七年来,通过他们不懈的努力,开展各项特色服务,深受心智障碍者及家长以及社会的欢迎和好 ",TSLT200004022
中小型公共图书馆藏书复本问题探微,刘艺:12682651,2, ,"<正> 图书馆藏书的品种、复本、复本率是藏书数量与质量、藏书范围与重点的具体化,尤其是复本量指标的合理与否,是藏书发展的关键之一,它直接关系到藏书的质量和读者使用的效果。本文拟就中小型公共图书馆藏书的复本问题谈一点自己的看法。 ",TSLT200004023
浅谈信息环境下我馆的期刊工作,王晓霞:16735471,2, ,"<正> 1 期刊的采访我馆的期刊征订是根据读者所需和本馆的采购原则,以从邮局订购邮发报刊和从杂志社订购自办发行刊物相结合的方式加以订购,期刊的订购基本遵循往年所订刊物的种类和数量(除个别刊物自动停办外)。由于""重 ",TSLT200004024
“一切为了读者”是图书流通的宗旨,,2, ,"<正> 地方公共图书馆的主要业务是图书流通服务。当前,随着社会加速进步和科学技术的迅猛发展,现代化的图书流通服务手段正逐步进入地方公共图书馆。市场经济的要求、信息社会的挑战、网络化的影响、知识经济的到来等等,无不对图书馆流通服务工 ",TSLT200004025
湖北省图书馆古籍珍本选录(子部),阳海清:10680972|阮娅菲:14270638,3, ,"<正> 据《中国古籍善本书目·史部》,有数十种为湖北省馆所独藏。兹选择几部明刻本简介于次: (一)新刊性理大全七十卷明胡广等撰明嘉靖三十一年(1552)叶氏广勤堂刻本十二册裒辑诸儒之言汇成一编,自本书始,《近思录》则为其权舆。儒学发展到宋代,汉儒 ",TSLT200004026
纪念皮高品先生诞辰100周年——重读皮高品先生《中国十进分类法及索引》,俞君立:10140040,3, ,"<正> 1 引言皮高品先生(1900-1998)是我国著名图书馆学家、图书馆学教育家。皮先生1900年10月31日出生于湖北省嘉鱼县一个城市贫民的家庭。1925年毕业于武昌文华大学文科及图书科。他在大学毕业后,曾分别担任过天津南开大学图书馆主任、济南齐鲁大学图 ",TSLT200004027
传播科学知识 弘扬科学精神——湖北省第十二届图书馆服务宣传周小结,,4, ,"<正> 2000年5月29日至6月4日,我省开展了第十二届图书馆服务宣传周。按照全国知识工程领导小组的全面部署和省知识工程领导小组统一要求,紧紧围绕""传播科学知识,宣传科学思想、倡导科学方法,弘扬科学精神""的主题,全省各地认真研究、组织策划,积极开展第十二届图书馆服务 ",TSLT200003000
图书馆重新定位之我见,梅雪:22829622,4, ,"<正> 在图书馆学期刊里,不时可见到一些关于图书馆重新定位的文章。最近,中国图书馆学会基础理论和文献资源建设专业委员会2000年工作既学术研讨会提出了一批重要选题,""在网络等新技术环境下图书馆功能的扩展,图书馆的重新定位,以及图书馆核心功能研究"",被列为第二个选题,足以可见对""图书馆重新定位""的重视。 ""定位""就是确定事物的位置,以此类推,""图书馆定位""就是确定图书馆在社会中 ",TSLT200003001
试论知识创新与图书馆,张建国:08234962|于岩洪:08234936,4, ,"<正> 1 知识创新的提出及内涵在知识经济初见端倪的今天,知识创新业已引起人们的高度关注。二十世纪八十年代,西方学者在深入研究了""技术立国""这一使得日本在二次世界大战后能得以飞速发展的基本国策之后,提出了""国家技术创新系统""的概念。近年来,在世界许多国家,国家创新系统被用作制定政策的基础,国家创新系统的概念也越来越多地被经济学家和科技 ",TSLT200003002
试谈图书馆内部人力资源的开发,,3, ,"<正> 任何事物的开展、竞争都离不开人,毫无异议,图书馆的一切工作当然也必须依靠图书馆工作人员去实现。因此,在图书馆工作中,把人当作一种使组织在激烈的竞争中生存、发展、始终充满生机和活力的特殊资源来刻意地发掘、充分地利用,是很有现实意义的。因为人力资源的开发同三个结果量变—一劳动生产率、职业生活质量和经济效益明确地联系在一起,而这种联系会使人们获 ",TSLT200003003
西部大开发是公共图书馆信息服务的重点,陈婵香:12676231|夏继宏:12676255,3, ,"<正> 实施西部大开发。是实现我国现代化建设第三步战略目标的重大部署,加快西部大开发,是摆在我们面前的一个空前艰巨的历史任务。而对新世纪这个战略性的大开发,近段时间,我国东、中、西部各行业,都根据各自的特点,提出了很多建议,或主动承担责任和义务,使西部大开发的脚步越来越急促地迈向前进.我国公共图书馆,素有""信息资源的宝库""之称,服务社会是图书馆的职责之 ",TSLT200003004
单主题多方面图书的分类规则亟待统一,邓福泉:06693747,2, ,"<正> 1 分类规则现状对于论述某一主题的两个或两个以上方面的著作,是当前图书分类的一个难点,也是最易出现异分现象的环节之一。究其原因,主要是目前的分类标引规则还没有统一。例如,中图法编委会编著的《中图法资料法第三版使用手册》规定,""凡论述某一事物的两个 ",TSLT200003005
